Benchmark,IPC,Instructions,Cycles,Simulation Time,Blocked Read,Blocked Write,Invincible Activated,Invincible Freed,LLC LOAD Access,LLC LOAD Hit,LLC LOAD Miss,LLC PREFETCH Access,LLC PREFETCH Hit,LLC PREFETCH Miss,LLC RFO Access,LLC RFO Hit,LLC RFO Miss,LLC TOTAL Access,LLC TOTAL Hit,LLC TOTAL Miss,LLC TRANSLATION Access,LLC TRANSLATION Hit,LLC TRANSLATION Miss,LLC WRITE Access,LLC WRITE Hit,LLC WRITE Miss,cpu0_DTLB LOAD Access,cpu0_DTLB LOAD Hit,cpu0_DTLB LOAD Miss,cpu0_DTLB PREFETCH Access,cpu0_DTLB PREFETCH Hit,cpu0_DTLB PREFETCH Miss,cpu0_DTLB RFO Access,cpu0_DTLB RFO Hit,cpu0_DTLB RFO Miss,cpu0_DTLB TOTAL Access,cpu0_DTLB TOTAL Hit,cpu0_DTLB TOTAL Miss,cpu0_DTLB TRANSLATION Access,cpu0_DTLB TRANSLATION Hit,cpu0_DTLB TRANSLATION Miss,cpu0_DTLB WRITE Access,cpu0_DTLB WRITE Hit,cpu0_DTLB WRITE Miss,cpu0_ITLB LOAD Access,cpu0_ITLB LOAD Hit,cpu0_ITLB LOAD Miss,cpu0_ITLB PREFETCH Access,cpu0_ITLB PREFETCH Hit,cpu0_ITLB PREFETCH Miss,cpu0_ITLB RFO Access,cpu0_ITLB RFO Hit,cpu0_ITLB RFO Miss,cpu0_ITLB TOTAL Access,cpu0_ITLB TOTAL Hit,cpu0_ITLB TOTAL Miss,cpu0_ITLB TRANSLATION Access,cpu0_ITLB TRANSLATION Hit,cpu0_ITLB TRANSLATION Miss,cpu0_ITLB WRITE Access,cpu0_ITLB WRITE Hit,cpu0_ITLB WRITE Miss,cpu0_L1D LOAD Access,cpu0_L1D LOAD Hit,cpu0_L1D LOAD Miss,cpu0_L1D PREFETCH Access,cpu0_L1D PREFETCH Hit,cpu0_L1D PREFETCH Miss,cpu0_L1D RFO Access,cpu0_L1D RFO Hit,cpu0_L1D RFO Miss,cpu0_L1D TOTAL Access,cpu0_L1D TOTAL Hit,cpu0_L1D TOTAL Miss,cpu0_L1D TRANSLATION Access,cpu0_L1D TRANSLATION Hit,cpu0_L1D TRANSLATION Miss,cpu0_L1D WRITE Access,cpu0_L1D WRITE Hit,cpu0_L1D WRITE Miss,cpu0_L1I LOAD Access,cpu0_L1I LOAD Hit,cpu0_L1I LOAD Miss,cpu0_L1I PREFETCH Access,cpu0_L1I PREFETCH Hit,cpu0_L1I PREFETCH Miss,cpu0_L1I RFO Access,cpu0_L1I RFO Hit,cpu0_L1I RFO Miss,cpu0_L1I TOTAL Access,cpu0_L1I TOTAL Hit,cpu0_L1I TOTAL Miss,cpu0_L1I TRANSLATION Access,cpu0_L1I TRANSLATION Hit,cpu0_L1I TRANSLATION Miss,cpu0_L1I WRITE Access,cpu0_L1I WRITE Hit,cpu0_L1I WRITE Miss,cpu0_L2C LOAD Access,cpu0_L2C LOAD Hit,cpu0_L2C LOAD Miss,cpu0_L2C PREFETCH Access,cpu0_L2C PREFETCH Hit,cpu0_L2C PREFETCH Miss,cpu0_L2C RFO Access,cpu0_L2C RFO Hit,cpu0_L2C RFO Miss,cpu0_L2C TOTAL Access,cpu0_L2C TOTAL Hit,cpu0_L2C TOTAL Miss,cpu0_L2C TRANSLATION Access,cpu0_L2C TRANSLATION Hit,cpu0_L2C TRANSLATION Miss,cpu0_L2C WRITE Access,cpu0_L2C WRITE Hit,cpu0_L2C WRITE Miss,cpu0_STLB LOAD Access,cpu0_STLB LOAD Hit,cpu0_STLB LOAD Miss,cpu0_STLB PREFETCH Access,cpu0_STLB PREFETCH Hit,cpu0_STLB PREFETCH Miss,cpu0_STLB RFO Access,cpu0_STLB RFO Hit,cpu0_STLB RFO Miss,cpu0_STLB TOTAL Access,cpu0_STLB TOTAL Hit,cpu0_STLB TOTAL Miss,cpu0_STLB TRANSLATION Access,cpu0_STLB TRANSLATION Hit,cpu0_STLB TRANSLATION Miss,cpu0_STLB WRITE Access,cpu0_STLB WRITE Hit,cpu0_STLB WRITE Miss
600.perlbench_s-210B.champsimtrace.txt,2.659,200000003,75215987,01 hr 37 min 37 sec,0,0,0,0,9626,784,8842,0,0,0,1026,58,968,11488,1301,10187,431,54,377,405,405,0,33164959,33105253,59706,0,0,0,0,0,0,33164959,33105253,59706,0,0,0,0,0,0,4068572,4067202,1370,0,0,0,0,0,0,4068572,4067202,1370,0,0,0,0,0,0,25846576,25827672,18904,0,0,0,0,0,0,68937904,68911845,26059,822,138,684,43090506,43084035,6471,5333658,5326687,6971,0,0,0,0,0,0,5333658,5326687,6971,0,0,0,0,0,0,14755,5129,9626,0,0,0,1050,24,1026,17183,6100,11083,683,252,431,695,695,0,55380,54610,770,0,0,0,0,0,0,55380,54610,770,0,0,0,0,0,0
603.bwaves_s-3699B.champsimtrace.txt,1.901,200000004,105210117,02 hr 01 min 33 sec,0,0,20735,20873,4324,591,3733,0,0,0,17759,178,17581,35328,14013,21315,9,8,1,13236,13236,0,26133365,26132034,1331,0,0,0,0,0,0,26133365,26132034,1331,0,0,0,0,0,0,1475180,1475180,0,0,0,0,0,0,0,1475180,1475180,0,0,0,0,0,0,0,43308360,43298835,9525,0,0,0,0,0,0,50994600,50862693,131907,330,321,9,7685910,7563537,122373,1866791,1865801,990,0,0,0,0,0,0,1866791,1865801,990,0,0,0,0,0,0,4324,0,4324,0,0,0,17794,35,17759,38553,16461,22092,9,0,9,16426,16426,0,336,7,329,0,0,0,0,0,0,336,7,329,0,0,0,0,0,0
605.mcf_s-665B.champsimtrace.txt,0.5381,200000002,371710953,02 hr 38 min 56 sec,0,0,432551,325264,4092743,2006763,2085980,0,0,0,323787,307666,16121,4715747,2606108,2109639,20323,12785,7538,278894,278894,0,49891239,46637547,3253692,0,0,0,0,0,0,49891239,46637547,3253692,0,0,0,0,0,0,263655,261770,1885,0,0,0,0,0,0,263655,261770,1885,0,0,0,0,0,0,55724317,48080936,7643381,0,0,0,0,0,0,79392971,69746449,9646522,43570,19966,23604,23625084,21645547,1979537,325641,280123,45518,0,0,0,0,0,0,325641,280123,45518,0,0,0,0,0,0,5449172,1356429,4092743,0,0,0,706752,382965,323787,7005555,2568702,4436853,23601,3278,20323,826030,826030,0,3005694,2962427,43267,0,0,0,0,0,0,3005694,2962427,43267,0,0,0,0,0,0
602.gcc_s-734B.champsimtrace.txt,0.6423,200000002,311362001,02 hr 08 min 15 sec,0,0,379838,277906,1964437,78772,1885665,0,0,0,2925,360,2565,2003927,91466,1912461,26615,2384,24231,9950,9950,0,35309445,34998306,311139,0,0,0,0,0,0,35309445,34998306,311139,0,0,0,0,0,0,623362,622761,601,0,0,0,0,0,0,623362,622761,601,0,0,0,0,0,0,42891733,37737917,5153816,0,0,0,0,0,0,64838936,59636269,5202667,57134,27908,29226,21890069,21870444,19625,666917,664822,2095,0,0,0,0,0,0,666917,664822,2095,0,0,0,0,0,0,2390994,426557,1964437,0,0,0,3026,101,2925,2439523,445546,1993977,29149,2534,26615,16354,16354,0,208462,155673,52789,0,0,0,0,0,0,208462,155673,52789,0,0,0,0,0,0
607.cactuBSSN_s-2421B.champsimtrace.txt,1.295,200000003,154413336,01 hr 14 min 26 sec,0,0,232260,143379,2231221,685161,1546060,0,0,0,5467,3614,1853,2463366,895730,1567636,30898,11175,19723,195780,195780,0,29910741,14237964,15672777,0,0,0,0,0,0,29910741,14237964,15672777,0,0,0,0,0,0,25979943,25978775,1168,0,0,0,0,0,0,25979943,25978775,1168,0,0,0,0,0,0,36355174,15992196,20362978,0,0,0,0,0,0,59177864,37689110,21488754,38542,409,38133,22784148,21696505,1087643,32873652,32561905,311747,0,0,0,0,0,0,32873652,32561905,311747,0,0,0,0,0,0,19138833,16907532,2231301,0,0,0,593960,588464,5496,21118948,18851248,2267700,38088,7190,30898,1348067,1348062,5,15010004,14985321,24683,0,0,0,0,0,0,15010004,14985321,24683,0,0,0,0,0,0
619.lbm_s-4268B.champsimtrace.txt,0.2169,200000001,921945519,05 hr 46 min 23 sec,0,0,1399650,859084,2488130,86807,2401323,0,0,0,7639652,397223,7242429,17652477,8006005,9646472,7388,4680,2708,7517307,7517295,12,29918122,29484423,433699,0,0,0,0,0,0,29918122,29484423,433699,0,0,0,0,0,0,19693072,19690174,2898,0,0,0,0,0,0,19693072,19690174,2898,0,0,0,0,0,0,16873922,7894638,8979284,0,0,0,0,0,0,53962186,30345003,23617183,150534,101563,48971,36937730,22348802,14588928,24899988,24759372,140616,0,0,0,0,0,0,24899988,24759372,140616,0,0,0,0,0,0,2488178,48,2488130,0,0,0,13463367,5823715,7639652,29437640,19302462,10135178,48971,41583,7388,13437124,13437116,8,276915,126527,150388,0,0,0,0,0,0,276915,126527,150388,0,0,0,0,0,0
620.omnetpp_s-874B.champsimtrace.txt,0.5539,200000002,361084219,02 hr 42 min 49 sec,0,0,455370,318725,2459725,710853,1748872,0,0,0,353699,163308,190391,4628011,1964720,2663291,824942,100914,724028,989645,989645,0,47733697,43580990,4152707,0,0,0,0,0,0,47733697,43580990,4152707,0,0,0,0,0,0,20972659,20345555,627104,0,0,0,0,0,0,20972659,20345555,627104,0,0,0,0,0,0,43810707,39209139,4601568,0,0,0,0,0,0,81634645,74609081,7025564,1223438,316238,907200,36600500,35083704,1516796,25410599,25131198,279401,0,0,0,0,0,0,25410599,25131198,279401,0,0,0,0,0,0,3179538,719812,2459726,0,0,0,464690,110991,353699,5915990,2277623,3638367,906331,81389,824942,1365431,1365431,0,4148036,3268171,879865,0,0,0,0,0,0,4148036,3268171,879865,0,0,0,0,0,0
621.wrf_s-575B.champsimtrace.txt,2.033,200000000,98397214,01 hr 35 min 30 sec,0,0,0,0,2355,241,2114,0,0,0,3413,47,3366,6118,508,5610,131,1,130,219,219,0,23002524,22988770,13754,0,0,0,0,0,0,23002524,22988770,13754,0,0,0,0,0,0,2535425,2535425,0,0,0,0,0,0,0,2535425,2535425,0,0,0,0,0,0,0,27935023,27928555,6468,0,0,0,0,0,0,35400177,35386034,14143,224,62,162,7464930,7457417,7513,3187975,3185644,2331,0,0,0,0,0,0,3187975,3185644,2331,0,0,0,0,0,0,3842,1487,2355,0,0,0,3414,1,3413,9989,4090,5899,162,31,131,2571,2571,0,11560,11337,223,0,0,0,0,0,0,11560,11337,223,0,0,0,0,0,0
623.xalancbmk_s-700B.champsimtrace.txt,1.594,200000004,125453482,01 hr 33 min 35 sec,0,0,97092,85229,554475,475876,78599,0,0,0,248963,41835,207128,888422,589677,298745,41840,28822,13018,43144,43144,0,37323367,30323509,6999858,0,0,0,0,0,0,37323367,30323509,6999858,0,0,0,0,0,0,23420844,23239359,181485,0,0,0,0,0,0,23420844,23239359,181485,0,0,0,0,0,0,46306412,32388836,13917576,0,0,0,0,0,0,62245549,46833518,15412031,380385,27785,352600,15558752,14416897,1141855,28681103,27940291,740812,0,0,0,0,0,0,28681103,27940291,740812,0,0,0,0,0,0,9776910,9222435,554475,0,0,0,294272,45309,248963,10629458,9784179,845279,352435,310594,41841,205841,205841,0,5734838,5355831,379007,0,0,0,0,0,0,5734838,5355831,379007,0,0,0,0,0,0
625.x264_s-18B.champsimtrace.txt,2.754,200000003,72632862,01 hr 19 min 16 sec,0,0,41906,36552,87219,9164,78055,0,0,0,35859,356,35503,143975,29760,114215,1009,352,657,19888,19888,0,22671328,22473970,197358,0,0,0,0,0,0,22671328,22473970,197358,0,0,0,0,0,0,10368614,10365434,3180,0,0,0,0,0,0,10368614,10365434,3180,0,0,0,0,0,0,30909387,30587826,321561,0,0,0,0,0,0,44140749,43602504,538245,2232,777,1455,13229130,13013901,215229,13471518,12386482,1085036,0,0,0,0,0,0,13471518,12386482,1085036,0,0,0,0,0,0,803761,716542,87219,0,0,0,39952,4093,35859,879939,755852,124087,1423,414,1009,34803,34803,0,131177,128994,2183,0,0,0,0,0,0,131177,128994,2183,0,0,0,0,0,0
